,authors,sentiment_review_score,sentiment_summary_score,sentiment_average_score,sentiment_rescaled,overall_score,combined_score
6,Geoffrey of Monmouth,0.5916274189949036,0.2423095852136612,0.4169684946537018,3.833936929702759,3.931506872177124,3.8827219009399414
7,Pamela Clare,0.831713080406189,0.5105130672454834,0.6711130142211914,4.342226028442383,4.5652174949646,4.45372200012207
8,Shiloh Walker,0.6282111406326294,0.29073068499565125,0.4594708979129791,3.9189417362213135,4.005789279937744,3.9623656272888184
9,Jane Butel,0.889230489730835,0.2235107272863388,0.5563706159591675,4.112740993499756,4.579132556915283,4.345937252044678
10,Lynda Hilburn,0.6586248874664307,0.18569296598434448,0.4221589267253876,3.84431791305542,4.2836151123046875,4.063966751098633
11,Barbara Silkstone,0.8147867321968079,0.34203678369522095,0.5784117579460144,4.156823635101318,4.7362470626831055,4.446535110473633
12,Penny Jordan,0.48490455746650696,0.40932953357696533,0.44711706042289734,3.8942341804504395,4.0,3.9471170902252197
13,Terri Reed,0.6266903877258301,0.33613279461860657,0.4814116060733795,3.9628231525421143,4.271999835968018,4.1174116134643555
14,Claudia Hall Christian,0.6699501276016235,0.15573710203170776,0.41284361481666565,3.8256871700286865,3.918964385986328,3.8723256587982178
15,Charles H. Spurgeon,0.8234000205993652,0.49078333377838135,0.6570916771888733,4.314183235168457,4.833333492279053,4.573758125305176
16,Nikki Logan,0.7494586110115051,0.3185310363769531,0.5339948534965515,4.067989826202393,4.482758522033691,4.275374412536621
17,Carol Grace,0.6738667488098145,0.34044358134269714,0.507155179977417,4.014310359954834,3.783079147338867,3.8986947536468506
18,Bernice L. McFadden,0.9098221659660339,0.37479355931282043,0.6423078775405884,4.284615993499756,4.418386936187744,4.35150146484375
19,Dale Alderman,0.6332399845123291,0.410319983959198,0.5217800140380859,4.043560028076172,4.599999904632568,4.321780204772949
20,Marta Perry,0.5725439190864563,0.1893157660961151,0.3809298276901245,3.761859655380249,4.452923774719238,4.107391834259033
21,Gwen Hayes,0.6965969204902649,0.23322944343090057,0.46491315960884094,3.929826259613037,4.094349384307861,4.012087821960449
22,Lawrence Block,0.4291878044605255,0.10746302455663681,0.26832541823387146,3.5366508960723877,4.4601054191589355,3.998378038406372
23,Rebecca Forster,0.5861215591430664,0.2337253987789154,0.4099234640598297,3.8198468685150146,4.50860071182251,4.164223670959473
24,Fred Anderson,0.6146787405014038,0.35352128744125366,0.48410001397132874,3.9681999683380127,4.297872543334961,4.133036136627197
25,J.D. Rhoades,0.41571804881095886,0.35397422313690186,0.38484615087509155,3.7696924209594727,4.519003868103027,4.14434814453125
26,Heather Graham,0.3900160491466522,0.18550840020179749,0.28776222467422485,3.5755245685577393,3.9963231086730957,3.785923719406128
27,Guido Henkel,0.627666175365448,0.19263403117656708,0.41015011072158813,3.8203001022338867,4.3032546043396,4.061777591705322
28,Norbert Davis,0.8053078651428223,0.30796313285827637,0.5566354990005493,4.113271236419678,3.8915765285491943,4.0024237632751465
29,Andre Norton,0.5440821051597595,0.27409324049949646,0.4090876579284668,3.8181753158569336,4.416015148162842,4.117095470428467
30,Robert W. Walker,0.5780798196792603,0.22725360095500946,0.40266671776771545,3.805333375930786,3.992286443710327,3.8988099098205566
31,Edgar Allan Poe,0.548775315284729,0.1983860284090042,0.373580664396286,3.747161388397217,4.292657375335693,4.019909381866455
32,Jonathan Sturak,0.6896154880523682,0.2852659523487091,0.48744070529937744,3.974881410598755,3.7987616062164307,3.8868215084075928
33,Arlene Brathwaite,0.5495550036430359,0.36484000086784363,0.45719748735427856,3.9143950939178467,4.699999809265137,4.307197570800781
34,Tom Lichtenberg,0.4446857273578644,0.22857129573822021,0.3366285264492035,3.6732571125030518,3.479268789291382,3.576262950897217
35,Theresa Meyers,0.7782799005508423,0.24785548448562622,0.5130676627159119,4.026135444641113,4.054407119750977,4.040271282196045
36,Laurence Moroney,0.4793645143508911,0.40681612491607666,0.4430903196334839,3.8861806392669678,4.5806450843811035,4.233412742614746
37,Delia Latham,0.9235261082649231,0.41636955738067627,0.6699478030204773,4.339895725250244,4.782608509063721,4.561252117156982
38,James Melzer,0.4919287860393524,0.043263353407382965,0.2675960659980774,3.5351922512054443,4.0435991287231445,3.789395570755005
39,Elaine Overton,0.7696220278739929,0.34664803743362427,0.5581350326538086,4.116270065307617,4.181102275848389,4.148686408996582
40,Michele Scott,0.5324645638465881,0.1699717491865158,0.35121816396713257,3.7024362087249756,2.7291066646575928,3.215771436691284
41,Lee Goldberg,0.6280912756919861,0.16531305015087128,0.3967021703720093,3.7934043407440186,4.1614909172058105,3.977447509765625
42,Michelle Sutton,0.9247133135795593,0.34950000047683716,0.6371066570281982,4.2742133140563965,4.5333333015441895,4.403773307800293
43,Christian Cantrell,0.6406208276748657,0.32039710879325867,0.480508953332901,3.9610178470611572,4.121387481689453,4.041202545166016
44,Cheryl St. John,0.8209400177001953,0.4240399897098541,0.6224899888038635,4.2449798583984375,4.400000095367432,4.322490215301514
45,Kate Pearce,0.679408848285675,0.23719777166843414,0.4583033323287964,3.9166066646575928,4.092219829559326,4.00441312789917
46,Beth Kery,0.6107688546180725,0.2157500982284546,0.41325947642326355,3.826519012451172,4.019957065582275,3.9232380390167236
47,Donna Ball,0.5189009308815002,0.19114403426647186,0.35502249002456665,3.7100448608398438,4.443443775177002,4.076744079589844
48,Justin McLachlan,0.33450475335121155,0.0,0.16725237667560577,3.3345048427581787,4.238095283508301,3.78629994392395
49,R. C. Sproul,0.6073676943778992,0.3301863372325897,0.46877703070640564,3.937554121017456,4.4782609939575195,4.207907676696777
50,Jo Barrett,0.783940851688385,0.3106361925601959,0.5472885370254517,4.094576835632324,4.034954071044922,4.064765453338623
51,Derek Gunn,0.3938426077365875,0.25232869386672974,0.3230856657028198,3.6461713314056396,3.9002199172973633,3.773195505142212
52,Jennifer Melzer,0.7021908164024353,0.2071254998445511,0.454658180475235,3.909316301345825,4.151493072509766,4.030404567718506
53,Pamela S. Thibodeaux,0.8135991096496582,0.3146754205226898,0.5641372799873352,4.128274440765381,4.473684310913086,4.3009796142578125
54,Suzi M,0.3839031159877777,0.24221405386924744,0.3130585849285126,3.62611722946167,4.765625,4.195870876312256
55,Eyone Williams,0.3165038526058197,0.018315380439162254,0.16740961372852325,3.3348193168640137,4.653846263885498,3.994332790374756
56,Jacques Futrelle,0.570274293422699,0.2800971269607544,0.4251857101917267,3.8503713607788086,4.285714149475098,4.068042755126953
57,Terry Spear,0.7024364471435547,0.40237781405448914,0.5524071455001831,4.104814052581787,4.347457408905029,4.226135730743408
58,Jordan Castillo Price,0.6848366856575012,0.34964168071746826,0.5172392129898071,4.034478187561035,4.592469692230225,4.313474178314209
59,Charles Mackay,0.41737499833106995,0.22749999165534973,0.3224375247955322,3.6448750495910645,3.75,3.6974375247955322
60,Joseph Smith,0.5738661885261536,0.2183968871831894,0.3961315453052521,3.7922630310058594,4.299415111541748,4.045839309692383
61,Carolynn Carey,0.7807665467262268,0.2506949007511139,0.5157307386398315,4.031461238861084,4.483757495880127,4.2576093673706055
62,Stephanie Burkhart,0.9617331624031067,0.39604783058166504,0.6788904666900635,4.357780933380127,4.649754047393799,4.503767490386963
63,Dorothy McFalls,0.7245489358901978,0.30370643734931946,0.5141276717185974,4.028255462646484,4.018884181976318,4.023569583892822
64,Janice Daugharty,0.5403656959533691,0.040985506027936935,0.2906755805015564,3.5813512802124023,3.1980245113372803,3.3896877765655518
65,Seth Harwood,0.023866666480898857,0.004933337215334177,0.014399999752640724,3.0288000106811523,4.5,3.764400005340576
66,Robyn Carr,0.6395655274391174,0.1669752448797226,0.4032703936100006,3.8065407276153564,4.231874942779541,4.019207954406738
67,Sharon Cullars,0.8169560432434082,0.30670058727264404,0.5618283152580261,4.123656749725342,4.332584857940674,4.228120803833008
68,Astrid Amara,0.8948749899864197,0.41373687982559204,0.6543059349060059,4.308611869812012,4.5625,4.435555934906006
69,Ahmed Hulusi,0.6770988702774048,0.1292175054550171,0.4031582176685333,3.806316375732422,2.9708187580108643,3.3885676860809326
70,AlTonya Washington,0.7510112524032593,0.360545814037323,0.5557785034179688,4.1115570068359375,4.503607273101807,4.307582378387451
71,Alexis Harrington,0.8068946003913879,0.34030628204345703,0.5736004114151001,4.147201061248779,4.31673526763916,4.231967926025391
72,Leanne Banks,0.7184000015258789,0.3415428698062897,0.5299714207649231,4.059942722320557,3.857142925262451,3.958543062210083
73,Michael R. Hicks,0.6375465989112854,0.33959993720054626,0.488573282957077,3.977146625518799,4.768234729766846,4.372690677642822
74,Various,0.5492331385612488,0.16461148858070374,0.35692232847213745,3.7138445377349854,3.718952178955078,3.7163984775543213
75,Alexandra Sokoloff,0.6985520124435425,0.2282189428806305,0.4633854925632477,3.9267709255218506,4.444247722625732,4.185509204864502
76,Joseph Jacobs,0.6385931968688965,0.38594916462898254,0.5122711658477783,4.024542331695557,4.237287998199463,4.13091516494751
77,Kathy Carmichael,0.7254999876022339,0.3282793164253235,0.5268896222114563,4.053779125213623,4.034482955932617,4.044130802154541
78,L.L. Bartlett,0.5094789862632751,0.16920313239097595,0.33934104442596436,3.6786820888519287,4.143704414367676,3.9111931324005127
79,F. Paul Wilson,0.5455772876739502,0.2957480251789093,0.42066267132759094,3.841325283050537,4.496458530426025,4.168891906738281
80,Tom Lewis,0.42560476064682007,0.2266809493303299,0.3261428475379944,3.652285575866699,4.523809432983398,4.088047504425049
81,J.C. Phelps,0.791658341884613,0.2969416677951813,0.5443000197410583,4.088600158691406,4.666666507720947,4.377633094787598
82,Susan Wiggs,0.2304239720106125,0.11888046562671661,0.17465220391750336,3.349304437637329,4.168013572692871,3.7586591243743896
83,Melissa Marr,0.7578798532485962,0.22370953857898712,0.49079468846321106,3.9815893173217773,4.053775787353516,4.0176825523376465
84,Gemma Halliday,0.7105398178100586,0.35142412781715393,0.5309819579124451,4.06196403503418,4.419020175933838,4.24049186706543
85,Scott Nicholson,0.4758304953575134,0.22130265831947327,0.34856659173965454,3.6971330642700195,4.272404193878174,3.9847686290740967
86,Nicole Kimberling,0.8988412022590637,0.526238203048706,0.7125397324562073,4.425079345703125,4.382352828979492,4.403716087341309
87,Kathy Bell,0.8485645055770874,0.20274193584918976,0.5256532430648804,4.051306247711182,4.064516067504883,4.057911396026611
88,Samantha Hunter,0.7389699816703796,0.3888833224773407,0.5639266967773438,4.1278533935546875,4.066666603088379,4.097259998321533
89,Bob Mayer,0.6173005700111389,0.21945694088935852,0.4183787703514099,3.8367574214935303,4.3503007888793945,4.093529224395752
90,Julie Kagawa,0.7965722680091858,0.2681140899658203,0.5323432087898254,4.064686298370361,4.294801712036133,4.179744243621826
91,John Egerton,-0.15131288766860962,-0.0665144994854927,-0.10891369730234146,2.782172679901123,3.5806450843811035,3.1814088821411133
92,Blake Crouch,0.3906710743904114,0.17933699488639832,0.28500404953956604,3.5700080394744873,4.17047119140625,3.870239734649658
93,Marion Stein,0.3226069509983063,0.12057097256183624,0.22158895432949066,3.4431779384613037,3.979832410812378,3.711505174636841
94,Scott Semegran,0.8260635733604431,0.07891432195901871,0.4524889290332794,3.904977798461914,3.2094807624816895,3.5572292804718018
95,Carol Marinelli,0.6937574148178101,0.27342501282691956,0.4835911989212036,3.9671823978424072,4.202422618865967,4.084802627563477
96,Jess Michaels,0.7259268760681152,0.3300957679748535,0.5280113220214844,4.056022644042969,4.366466522216797,4.211244583129883
97,RaeAnne Thayne,0.7719399929046631,0.41991332173347473,0.5959266424179077,4.1918535232543945,4.400000095367432,4.295926570892334
98,Anne Frasier,0.760284960269928,0.1663249284029007,0.46330496668815613,3.926609992980957,4.249329566955566,4.087969779968262
0,Cheryl Kaye Tardif,0.7245101928710938,0.297429621219635,0.5109699368476868,4.021939754486084,4.265280246734619,4.143610000610352
1,Margaret Frazer,0.43734124302864075,0.0597938597202301,0.24856755137443542,3.4971351623535156,4.184210300445557,3.840672731399536
2,James DeSalvo,0.6949250102043152,0.2348499894142151,0.46488749980926514,3.9297749996185303,4.25,4.089887619018555
3,Lexy Harper,0.7077770233154297,0.2115951031446457,0.4596860706806183,3.919372081756592,3.8016414642333984,3.860506772994995
4,Debbie Macomber,0.6958138346672058,0.20962868630886078,0.4527212679386139,3.905442476272583,4.331425666809082,4.118433952331543
5,Jon Evans,0.49974897503852844,0.4169143736362457,0.4583316743373871,3.916663408279419,4.282822132110596,4.099742889404297
6,Timothy Hallinan,0.4106062352657318,0.23517529666423798,0.3228907585144043,3.6457815170288086,4.395565509796143,4.020673751831055
7,Norah Wilson,0.8654266595840454,0.39276692271232605,0.6290968060493469,4.258193492889404,4.583889961242676,4.421041488647461
8,Harry Shannon,0.41114547848701477,0.16979040205478668,0.2904679477214813,3.5809359550476074,4.4097466468811035,3.9953413009643555
9,Adrianne Lee,0.5854347348213196,0.3397767245769501,0.46260571479797363,3.9252114295959473,4.619123935699463,4.272167682647705
10,Michelle Sagara,0.6564738154411316,0.36417344212532043,0.5103236436843872,4.020647048950195,4.62890625,4.324776649475098
11,Brian James Freeman,0.4281090795993805,0.3449636399745941,0.3865363597869873,3.7730727195739746,4.545454502105713,4.159263610839844
12,Rachel Hauck,0.7935419678688049,0.30758190155029297,0.5505619645118713,4.101123809814453,4.14675760269165,4.123940944671631
13,Allan Guthrie,0.352020800113678,0.3250287175178528,0.3385247588157654,3.677049398422241,4.133663177490234,3.9053564071655273
14,Alisa Marie Fleming,0.6779002547264099,0.35029253363609314,0.5140963792800903,4.02819299697876,3.8412511348724365,3.9347219467163086
15,Marcus Sakey,0.7010482549667358,0.24490000307559967,0.47297415137290955,3.945948362350464,4.8275861740112305,4.386767387390137
16,J.R. Rain,0.6615338325500488,0.2948303520679474,0.4781820774078369,3.956364154815674,4.439183235168457,4.1977739334106445
17,Robert E. Howard,0.8143031001091003,0.34030938148498535,0.5773062705993652,4.1546125411987305,4.34375,4.249181270599365
18,MaryJanice Davidson,0.32449716329574585,0.14021095633506775,0.2323540598154068,3.464708089828491,3.214728593826294,3.3397183418273926
19,Nancy Lawrence,0.8095748424530029,0.346748024225235,0.5781614780426025,4.156322956085205,4.043031215667725,4.099677085876465
20,Phillip Thomas Duck,0.8947110772132874,0.3194666802883148,0.6070888638496399,4.21417760848999,4.222222328186035,4.218199729919434
21,Patrick Ness,0.697447657585144,0.31317609548568726,0.505311906337738,4.010623931884766,4.307491779327393,4.1590576171875
22,Julie Moffett,0.870378315448761,0.363433837890625,0.6169061064720154,4.23381233215332,4.669203758239746,4.451508045196533
23,Thomas Aquinas,0.6648962497711182,0.32539597153663635,0.49514612555503845,3.9902923107147217,4.644736289978027,4.317514419555664
24,Ray Bradbury,0.3379803001880646,0.06134942173957825,0.1996648609638214,3.399329662322998,4.127413272857666,3.763371467590332
25,Donna Fletcher Crow,0.594235360622406,0.2355140745639801,0.41487473249435425,3.829749345779419,4.155893325805664,3.992821455001831
