,authors,sentiment_review_score,sentiment_summary_score,sentiment_average_score,sentiment_rescaled,overall_score,combined_score
5,Carmel Harrington,0.6217660307884216,0.3243815004825592,0.4730737805366516,3.9461474418640137,4.588378429412842,4.267262935638428
6,Sarah Lewis,0.5395569801330566,0.18751919269561768,0.36353808641433716,3.7270760536193848,3.386180877685547,3.556628465652466
0,Betty Crocker,0.7754830718040466,0.3370629549026489,0.5562729835510254,4.112545967102051,4.5959153175354,4.3542304039001465
1,Robert Frost,0.7104005813598633,0.2500326931476593,0.4802166223526001,3.9604332447052,4.582823753356934,4.271628379821777
2,L. J. Smith,0.5765577554702759,0.20975026488304138,0.3931540250778198,3.7863080501556396,3.814098596572876,3.800203323364258
3,Weight Watchers,0.7477667331695557,0.36699166893959045,0.5573791861534119,4.114758491516113,4.44619083404541,4.280474662780762
4,Victoria Alexander,0.8321132659912109,0.3585222065448761,0.5953177213668823,4.190635681152344,3.9696266651153564,4.0801310539245605
5,Aesop,0.7146114706993103,0.21248853206634521,0.46355000138282776,3.9270999431610107,4.374931335449219,4.151015758514404
6,Robert A. Heinlein,0.6570873856544495,0.21337202191352844,0.43522968888282776,3.8704593181610107,4.258697986602783,4.064578533172607
0,Marian Keyes,0.7112826108932495,0.2993886470794678,0.5053356289863586,4.010671138763428,4.046422481536865,4.0285468101501465
1,Lorraine Heath,0.7665437459945679,0.36133357882499695,0.5639386177062988,4.127877235412598,4.306594371795654,4.217235565185547
2,Stephanie Laurens,0.7156754732131958,0.24176299571990967,0.47871923446655273,3.9574384689331055,3.8485476970672607,3.9029929637908936
3,Marissa Monteilh,0.7938481569290161,0.2019546777009964,0.49790140986442566,3.995802879333496,4.282957553863525,4.139379978179932
4,Elmore Leonard,0.5588284730911255,0.19663433730602264,0.37773141264915466,3.755462884902954,4.022146224975586,3.8888044357299805
5,Neil Gaiman,0.6759756803512573,0.2638452351093292,0.4699104428291321,3.9398210048675537,4.3425822257995605,4.141201496124268
6,James Rollins,0.6289967894554138,0.262624055147171,0.4458104372024536,3.8916208744049072,4.229918479919434,4.060769557952881
0,Sabrina Jeffries,0.6977119445800781,0.30695298314094543,0.5023324489593506,4.004664897918701,4.216949939727783,4.110807418823242
1,Philip Reeve,0.6305816769599915,0.23338459432125092,0.4319831430912018,3.863966226577759,4.134834289550781,3.9994003772735596
2,Beverly Jenkins,0.8479233980178833,0.3707127273082733,0.6093180775642395,4.2186360359191895,4.777705192565918,4.498170852661133
3,Christina Dodd,0.686612606048584,0.28043583035469055,0.48352423310279846,3.967048406600952,3.9702093601226807,3.9686288833618164
4,Joanne Pence,0.6140390038490295,0.3202889561653137,0.46716398000717163,3.934328079223633,4.466790199279785,4.200559139251709
5,Dorothy L. Sayers,0.5632429122924805,0.23948876559734344,0.40136584639549255,3.80273175239563,4.341981410980225,4.072356700897217
6,Lisa Kleypas,0.8090019226074219,0.3232162892818451,0.5661091208457947,4.132218360900879,4.18549919128418,4.158858776092529
0,Garth Nix,0.5585806965827942,0.26803022623062134,0.41330546140670776,3.826611042022705,4.4354023933410645,4.131006717681885
1,Tim Dorsey,0.5195181369781494,0.15700815618038177,0.3382631540298462,3.6765263080596924,4.243573188781738,3.960049867630005
2,Jeffrey Archer,0.5632100105285645,0.23553656041622162,0.39937329292297363,3.7987465858459473,4.226620674133301,4.012683868408203
3,Doreen Virtue,0.6844096779823303,0.3139258027076721,0.4991677403450012,3.998335361480713,4.516129016876221,4.257232189178467
4,John Gilstrap,0.4341990351676941,0.1910371035337448,0.31261807680130005,3.6252360343933105,4.324393272399902,3.9748146533966064
5,Tom Lewis,0.6208556294441223,0.3039625585079193,0.462409108877182,3.924818277359009,4.080920696258545,4.002869606018066
6,Christie Ridgway,0.7893593907356262,0.3527602553367615,0.5710598230361938,4.142119407653809,4.129387855529785,4.135753631591797
0,Linda Smith,0.2614106833934784,0.20966359972953796,0.23553714156150818,3.471074342727661,4.660194396972656,4.065634250640869
1,L. Frank Baum,0.7490665316581726,0.30368342995643616,0.5263749957084656,4.052750110626221,4.4911699295043945,4.271960258483887
2,Sherwood Smith,0.6792042851448059,0.2662616968154907,0.4727329909801483,3.9454660415649414,4.29728889465332,4.121377468109131
3,William Anderson,0.591612696647644,0.255534291267395,0.42357349395751953,3.847146987915039,4.554246425628662,4.2006964683532715
4,Robert Louis Stevenson,0.6094509959220886,0.2462628036737442,0.4278569221496582,3.8557138442993164,4.479913234710693,4.167813777923584
5,Michael Johnson,0.9902074337005615,0.342153400182724,0.666180431842804,4.332360744476318,4.757763862609863,4.54506254196167
6,Cynthia Leitich Smith,0.6678017973899841,0.1546916365623474,0.41124671697616577,3.822493553161621,3.462660551071167,3.6425769329071045
0,Debbie Macomber,0.7238935828208923,0.3132229745388031,0.5185582637786865,4.037116527557373,4.425256729125977,4.231186389923096
1,Karen Hawkins,0.754151463508606,0.3099188804626465,0.5320351719856262,4.064070224761963,3.9994237422943115,4.031746864318848
2,John Murray,0.7601648569107056,0.26893487572669983,0.5145498514175415,4.029099941253662,4.728396415710449,4.378748416900635
3,Brenda Hiatt,0.7635889649391174,0.3724825084209442,0.5680357217788696,4.136071681976318,4.181738376617432,4.158905029296875
4,Eloisa James,0.797153890132904,0.30286911129951477,0.5500115156173706,4.100022792816162,4.0635986328125,4.08181095123291
5,Laura Lippman,0.47048988938331604,0.16443826258182526,0.31746405363082886,3.6349282264709473,3.895585298538208,3.765256643295288
6,Candice Hern,0.8517305254936218,0.37277597188949585,0.6122532486915588,4.224506378173828,4.175516128540039,4.200011253356934
0,Julianne MacLean,0.7088188529014587,0.35630282759666443,0.5325608253479004,4.065121650695801,4.328732967376709,4.196927070617676
1,Gennita Low,0.7187348008155823,0.25460705161094666,0.48667094111442566,3.973341941833496,4.442962169647217,4.208151817321777
2,Scott Westerfeld,0.7087090015411377,0.25957539677619934,0.4841421842575073,3.9682843685150146,4.144834041595459,4.056559085845947
3,Erin Hunter,0.575654923915863,0.28959083557128906,0.43262284994125366,3.865245819091797,4.792083740234375,4.328664779663086
4,Alex Flinn,0.7731954455375671,0.3014504015445709,0.5373229384422302,4.07464599609375,4.065155506134033,4.069900989532471
5,Mark Twain,0.6515321135520935,0.2627243995666504,0.45712825655937195,3.9142565727233887,4.474391460418701,4.194324016571045
6,Jacquie D'Alessandro,0.8258873224258423,0.4108227789402008,0.6183550357818604,4.236710071563721,4.273295879364014,4.255002975463867
0,Karen Traviss,0.29767754673957825,0.16845640540122986,0.23306696116924286,3.4661338329315186,3.9718198776245117,3.7189769744873047
1,Melissa de la Cruz,0.6772613525390625,0.21981479227542877,0.4485380947589874,3.89707612991333,3.83166241645813,3.8643693923950195
2,Lisa Brown,0.7783666849136353,0.41448330879211426,0.5964249968528748,4.192850112915039,5.0,4.5964250564575195
3,Suzanne Enoch,0.7688932418823242,0.3120478093624115,0.540470540523529,4.080941200256348,4.024405479431152,4.05267333984375
4,Elizabeth Boyle,0.7191854119300842,0.3115812838077545,0.5153833627700806,4.030766487121582,3.809962749481201,3.9203646183013916
5,J. A. Jance,0.5021848678588867,0.2231873869895935,0.3626861274242401,3.725372314453125,4.368441104888916,4.046906471252441
6,Stephanie Bond,0.6941787004470825,0.33378204703330994,0.5139803886413574,4.027960777282715,4.34744119644165,4.187701225280762
0,Angie Sage,0.699877142906189,0.3081662058830261,0.5040216445922852,4.00804328918457,4.5230913162231445,4.265567302703857
1,Shirley Rousseau Murphy,0.6461207270622253,0.27197277545928955,0.45904675126075745,3.91809344291687,4.619293689727783,4.268693447113037
2,Anne Rice,0.6345432996749878,0.20399735867977142,0.4192703068256378,3.838540554046631,4.059207439422607,3.948873996734619
3,Frank Delaney,0.7612659335136414,0.2765854001045227,0.518925666809082,4.037851333618164,4.497647762298584,4.267749786376953
4,Trudi Canavan,0.5437305569648743,0.21986030042171478,0.38179540634155273,3.7635908126831055,3.8021364212036133,3.7828636169433594
5,Kathryn Casey,0.22112242877483368,0.15180356800556183,0.18646299839019775,3.3729259967803955,4.597255229949951,3.985090732574463
6,Kim Harrison,0.6099688410758972,0.27779096364974976,0.4438799023628235,3.8877599239349365,4.405283451080322,4.14652156829834
0,Warren Ellis,0.5149399638175964,0.17361189424991608,0.34427592158317566,3.688551902770996,4.028608798980713,3.8585803508758545
1,Herman Melville,0.4712968170642853,0.12159303575754166,0.29644492268562317,3.5928897857666016,4.4178032875061035,4.005346775054932
2,George MacDonald,0.7276031970977783,0.2477957308292389,0.4876994788646698,3.9753990173339844,4.3911452293396,4.183271884918213
3,Christopher Hitchens,0.3965088129043579,0.1654474288225174,0.28097811341285706,3.5619561672210693,4.255675792694092,3.90881609916687
4,Heather Webber,0.8121844530105591,0.40963315963745117,0.6109088063240051,4.221817493438721,4.559266090393066,4.390542030334473
5,Leo Tolstoy,0.5826427340507507,0.20292706787586212,0.39278489351272583,3.785569667816162,4.404703140258789,4.0951361656188965
6,Kayla Perrin,0.6014969944953918,0.22762718796730042,0.4145621061325073,3.8291242122650146,3.922644853591919,3.875884532928467
0,Andrea Kane,0.6198064684867859,0.24041658639907837,0.43011152744293213,3.8602230548858643,4.056921005249023,3.9585721492767334
1,Robert W. Walker,0.03793661296367645,0.0440305694937706,0.040983591228723526,3.0819671154022217,3.7100727558135986,3.39601993560791
2,Jack Shane,0.5455148220062256,0.33152592182159424,0.4385203719139099,3.8770408630371094,4.44444465637207,4.16074275970459
3,Joan Johnston,0.6274821758270264,0.22604568302631378,0.42676395177841187,3.853527784347534,4.159327030181885,4.00642728805542
4,Jude Deveraux,0.676918089389801,0.2690553665161133,0.47298669815063477,3.9459733963012695,3.9052536487579346,3.9256136417388916
5,Steve Cohen,0.6677121520042419,0.4160579442977905,0.5418850183486938,4.083770275115967,4.17756986618042,4.130670070648193
6,Stanley Bing,0.639426052570343,0.20026573538780212,0.41984590888023376,3.8396918773651123,3.497649669647217,3.668670892715454
0,Jan Coffey,0.45386698842048645,0.29173731803894043,0.37280213832855225,3.7456042766571045,4.148300647735596,3.9469523429870605
1,Jefferson Bass,0.5192887783050537,0.2298728972673416,0.37458083033561707,3.749161720275879,4.376242160797119,4.06270170211792
2,Elizabeth Noble,0.7191249132156372,0.23125390708446503,0.4751894176006317,3.950378894805908,3.757800817489624,3.8540897369384766
3,Karen Ranney,0.7363460063934326,0.2938407063484192,0.5150933265686035,4.030186653137207,4.090764999389648,4.060475826263428
4,Lynsay Sands,0.742592453956604,0.31309449672698975,0.5278434753417969,4.055686950683594,4.249166488647461,4.152426719665527
5,Kerrelyn Sparks,0.7796033620834351,0.33162394165992737,0.5556136965751648,4.111227512359619,4.3185577392578125,4.214892387390137
6,Shana Galen,0.8386384844779968,0.35722285509109497,0.5979306697845459,4.195861339569092,4.242171764373779,4.2190165519714355
0,Gaston Leroux,0.7113209366798401,0.2626896798610687,0.4870053231716156,3.974010705947876,4.4775543212890625,4.22578239440918
1,Robyn DeHart,0.8338992595672607,0.40313082933425903,0.6185150146484375,4.237030029296875,4.319998741149902,4.278514385223389
2,Charles Todd,0.19387127459049225,0.19347068667411804,0.19367098808288574,3.3873419761657715,4.145867347717285,3.7666046619415283
3,Judson Roberts,0.6543627381324768,0.30545666813850403,0.4799097180366516,3.9598195552825928,4.467681884765625,4.213750839233398
4,James McGrath Morris,0.7550802230834961,0.011876925826072693,0.383478581905365,3.7669570446014404,4.648351669311523,4.2076544761657715
5,Max Allan Collins,0.4722212255001068,0.19325567781925201,0.33273845911026,3.6654770374298096,4.241374492645264,3.953425645828247
6,Jenna Petersen,0.7002362012863159,0.3241504728794098,0.5121933221817017,4.024386882781982,3.954927921295166,3.989657402038574
0,Joni Rodgers,0.2022017389535904,0.21730294823646545,0.20975235104560852,3.4195046424865723,4.31989860534668,3.869701623916626
1,Thomas Fleming,0.16091880202293396,0.12654931843280792,0.14373406767845154,3.287468194961548,4.384710788726807,3.8360893726348877
2,Patricia Wentworth,0.35388582944869995,0.07347922772169113,0.21368253231048584,3.4273650646209717,4.140703201293945,3.784034252166748
3,Josie Brown,0.7626705765724182,0.5205176472663879,0.6415941119194031,4.283188343048096,5.0,4.641593933105469
4,Margo Maguire,0.7424159646034241,0.3189178705215454,0.5306668877601624,4.061333656311035,4.002115249633789,4.031724452972412
5,Laura Lee,0.35118672251701355,0.09289025515317917,0.22203849256038666,3.4440770149230957,4.0,3.722038507461548
6,Ellen Meister,0.6752977967262268,0.29356828331947327,0.48443305492401123,3.9688661098480225,4.2207255363464355,4.0947957038879395
0,John Edwards,0.5823381543159485,0.2878206968307495,0.435079425573349,3.8701589107513428,4.489260196685791,4.179709434509277
1,Karrine Steffans,0.4076339900493622,0.029535606503486633,0.218584805727005,3.4371695518493652,2.6989102363586426,3.068039894104004
2,Sara Shepard,0.5038066506385803,0.21427573263645172,0.3590411841869354,3.7180824279785156,4.359220504760742,4.038651466369629
3,Gayle Forman,0.6049678921699524,0.2571912705898285,0.43107956647872925,3.862159252166748,4.352203369140625,4.107181549072266
4,Tananarive Due,0.6378300786018372,0.2372448742389679,0.43753746151924133,3.875074863433838,4.51958703994751,4.197330951690674
5,Janice Daugharty,0.4262082278728485,0.15870000422000885,0.2924540936946869,3.5849082469940186,3.938298225402832,3.7616031169891357
6,Cathryn Fox,0.8705902099609375,0.33467090129852295,0.6026305556297302,4.20526123046875,4.48616361618042,4.345712184906006
0,Zane Grey,0.6451764702796936,0.2596222460269928,0.4523993730545044,3.904798746109009,4.313462257385254,4.109130382537842
1,Barbara Delinsky,0.5839338302612305,0.21039210259914398,0.3971629738807678,3.794325828552246,3.8939096927642822,3.8441178798675537
2,Peter Lefcourt,0.7583408355712891,0.3180600106716156,0.5382004380226135,4.0764007568359375,4.549286842346191,4.3128437995910645
3,James Reasoner,0.5414093732833862,0.33773133158683777,0.4395703673362732,3.879140615463257,4.286463737487793,4.0828022956848145
4,Eileen Dreyer,0.4979143738746643,0.16966363787651062,0.33378899097442627,3.6675779819488525,4.098721504211426,3.8831498622894287
5,P. G. Wodehouse,0.8167457580566406,0.27722567319869995,0.5469857454299927,4.093971252441406,4.507396221160889,4.300683975219727
6,Ellery Queen,0.5084312558174133,0.18866246938705444,0.3485468626022339,3.6970937252044678,3.868856191635132,3.7829749584198
0,Diane Chamberlain,0.5828797817230225,0.2839641571044922,0.4334219694137573,3.8668439388275146,4.342534065246582,4.104689121246338
1,Theresa Weir,0.6780892014503479,0.31944188475608826,0.4987655282020569,3.9975311756134033,4.3744635581970215,4.185997486114502
2,Tracy Grant,0.5299334526062012,0.17665919661521912,0.35329633951187134,3.706592559814453,3.8845386505126953,3.795565605163574
3,Susan Isaacs,0.5831785798072815,0.21751593053340912,0.4003472328186035,3.800694465637207,3.686572790145874,3.743633508682251
4,Kyle Mills,0.43997088074684143,0.1946510523557663,0.31731098890304565,3.6346218585968018,3.993758201599121,3.814189910888672
5,Barbara Samuel,0.7857182621955872,0.35524073243141174,0.5704795122146606,4.140958786010742,4.424045085906982,4.282502174377441
6,Di Morrissey,0.7521490454673767,0.24922704696655273,0.5006880760192871,4.001376152038574,4.371068954467773,4.186222553253174
0,Susan Sizemore,0.6308115720748901,0.2892349660396576,0.46002328395843506,3.92004656791687,3.8820278644561768,3.9010372161865234
1,Catherine Anderson,0.7227317690849304,0.36457571387290955,0.5436537265777588,4.087307453155518,4.310363292694092,4.198835372924805
2,Susan Wiggs,0.7527108788490295,0.31277620792388916,0.532743513584137,4.065486907958984,4.314448833465576,4.189968109130859
3,Walter Jon Williams,0.55289226770401,0.21806100010871887,0.38547664880752563,3.7709531784057617,4.1211419105529785,3.94604754447937
4,Doreen Owens Malek,0.6885460615158081,0.3346278965473175,0.5115870237350464,4.023173809051514,4.116640090942383,4.069907188415527
5,David Brin,0.657583475112915,0.20839498937129974,0.432989239692688,3.865978479385376,3.902428388595581,3.8842034339904785
6,Sharon Sala,0.5824711918830872,0.30370375514030457,0.44308745861053467,3.8861749172210693,4.5461626052856445,4.2161688804626465
0,"Dinah McCall, Sharon Sala",0.5704599618911743,0.16410917043685913,0.36728453636169434,3.7345690727233887,4.086523532867432,3.9105465412139893
1,Robin Lee Hatcher,0.8185769319534302,0.39341291785240173,0.6059949398040771,4.211989879608154,4.473662853240967,4.3428263664245605
2,Sharon Ihle,0.781613826751709,0.39152321219444275,0.5865685343742371,4.173137187957764,4.268039226531982,4.220588207244873
3,Orson Scott Card,0.5955061912536621,0.24960285425186157,0.42255449295043945,3.845108985900879,4.272902011871338,4.0590057373046875
4,Karen Jones Delk,0.9213982224464417,0.2475503832101822,0.5844742655754089,4.168948650360107,4.267352104187012,4.218150615692139
5,Brenda Novak,0.659141480922699,0.31371986865997314,0.48643067479133606,3.9728612899780273,4.428754806518555,4.200808048248291
6,Megan Chance,0.6373441815376282,0.2397342175245285,0.43853920698165894,3.8770782947540283,4.240409851074219,4.058743953704834
0,Lisa Tawn Bergren,0.8557772040367126,0.34041842818260193,0.5980978012084961,4.196195602416992,4.563877582550049,4.380036354064941
1,Joe Hill,0.5163663625717163,0.20040683448314667,0.3583866059780121,3.716773271560669,4.345555782318115,4.031164646148682
2,Delilah Devlin,0.704156219959259,0.2979165315628052,0.5010363459587097,4.002072811126709,4.332893371582031,4.167483329772949
3,Toni Blake,0.7968254089355469,0.34183329343795776,0.5693293809890747,4.13865852355957,4.2107110023498535,4.174685001373291
4,Jo Barrett,0.5158488750457764,0.20284485816955566,0.359346866607666,3.718693733215332,4.137971878051758,3.928333044052124
5,Julia Reed,0.7442216873168945,0.20632687211036682,0.4752742648124695,3.9505486488342285,3.6891872882843018,3.8198678493499756
6,Mette Ivie Harrison,0.806487500667572,0.33592748641967773,0.5712075233459473,4.1424150466918945,4.150000095367432,4.146207332611084
0,Loretta Chase,0.8294874429702759,0.3611142039299011,0.5953008532524109,4.190601825714111,4.310532093048096,4.2505669593811035
1,Sylvia Day,0.6043273210525513,0.25585922598838806,0.43009325861930847,3.8601865768432617,4.210611343383789,4.035398960113525
2,Anna Campbell,0.673049807548523,0.31514862179756165,0.4940991997718811,3.9881985187530518,4.052428245544434,4.020313262939453
3,Thich Nhat Hanh,0.7445347905158997,0.31068360805511475,0.5276091694831848,4.05521821975708,4.73819637298584,4.396707534790039
4,Janet Mullany,0.8355364203453064,0.2746233344078064,0.5550798773765564,4.110159873962402,4.06783390045166,4.088996887207031
5,Melissa Marr,0.6879056692123413,0.2188141793012619,0.4533599019050598,3.906719923019409,3.883845329284668,3.895282506942749
6,Jeaniene Frost,0.718958854675293,0.2949134409427643,0.5069361329078674,4.013872146606445,4.415996074676514,4.214934349060059
0,Timothy Hallinan,0.6778191328048706,0.29632118344306946,0.4870701730251312,3.9741404056549072,4.610453128814697,4.292296886444092
1,Nancy A. Collins,0.643316388130188,0.2755788266658783,0.45944762229919434,3.9188952445983887,3.834712505340576,3.8768038749694824
2,Lyn Cote,0.7452169060707092,0.35771602392196655,0.5514664649963379,4.102932929992676,4.492177486419678,4.297555446624756
3,Anna David,0.7659780383110046,0.291393518447876,0.5286857485771179,4.057371616363525,4.086548328399658,4.071959972381592
4,Karen Robards,0.5012010335922241,0.26576051115989685,0.3834807872772217,3.7669615745544434,3.9655110836029053,3.866236448287964
5,Mary Jane Clark,0.5303511023521423,0.21566592156887054,0.37300851941108704,3.7460169792175293,4.11696195602417,3.9314894676208496
6,Jess Michaels,0.8296193480491638,0.330958753824234,0.5802890658378601,4.16057825088501,4.076890468597412,4.118734359741211
0,David Jacobs,-0.13612104952335358,-0.026710145175457,-0.08141559362411499,2.8371689319610596,3.1483240127563477,2.992746353149414
1,Jocelynn Drake,0.4708995223045349,0.25088444352149963,0.36089199781417847,3.7217838764190674,4.200213432312012,3.96099853515625
2,Kelley Armstrong,0.6681809425354004,0.27076107263565063,0.4694710075855255,3.9389419555664062,4.270442008972168,4.104691982269287
3,Angela Benson,0.6248165369033813,0.2536535859107971,0.43923506140708923,3.8784701824188232,4.3049092292785645,4.091689586639404
4,Diana Peterfreund,0.7615981101989746,0.23521199822425842,0.4984050691127777,3.9968101978302,4.257557392120361,4.12718391418457
5,Stephen Davis,0.700580358505249,0.15107375383377075,0.4258270561695099,3.851654052734375,3.905500888824463,3.878577470779419
6,Kate White,0.32884398102760315,0.1736842840909958,0.25126412510871887,3.502528190612793,3.8370728492736816,3.6698005199432373
0,Vestal McIntyre,0.71703040599823,0.38933050632476807,0.553180456161499,4.106360912322998,4.527402877807617,4.3168816566467285
1,Jaime Rush,0.5924514532089233,0.33760204911231995,0.46502673625946045,3.930053472518921,4.194387435913086,4.062220573425293
2,Aprilynne Pike,0.8109988570213318,0.2857412099838257,0.5483700037002563,4.096740245819092,4.116981506347656,4.106860637664795
3,Charles Dickens,0.6890793442726135,0.2531888782978058,0.47113409638404846,3.942268133163452,4.536630630493164,4.239449501037598
4,Pamela Palmer,0.573624312877655,0.28360113501548767,0.42861270904541016,3.8572254180908203,4.237111568450928,4.047168731689453
5,Susan Hill,0.22379958629608154,0.052689213305711746,0.1382443904876709,3.276488780975342,3.8653724193573,3.5709307193756104
6,Sandra Hill,0.7718752026557922,0.3428572416305542,0.5573661923408508,4.114732265472412,4.310267925262451,4.212500095367432
0,Jacqueline Winspear,0.4973303973674774,0.2482377141714096,0.3727840483188629,3.745568037033081,4.343992710113525,4.044780254364014
1,Lauren Oliver,0.6829160451889038,0.23203983902931213,0.45747795701026917,3.9149558544158936,4.100174427032471,4.007565021514893
2,Richard Kadrey,0.27957358956336975,0.16498710215091705,0.2222803384065628,3.4445607662200928,4.288168430328369,3.8663644790649414
3,Sarah Mlynowski,0.8312076926231384,0.3403826951980591,0.5857951641082764,4.171590328216553,4.188870429992676,4.180230617523193
4,Caroline Linden,0.7998945713043213,0.3994009494781494,0.5996477603912354,4.199295520782471,4.0922770500183105,4.145786285400391
5,Miranda Neville,0.8223065733909607,0.2996827960014343,0.5609946846961975,4.1219892501831055,3.953706979751587,4.037848472595215
6,Jeff Jarvis,0.8080793619155884,0.12045130133628845,0.4642653167247772,3.928530693054199,3.4778270721435547,3.703178882598877
0,Lori Wilde,0.8379985690116882,0.4044399559497833,0.621219277381897,4.242438316345215,4.4216814041137695,4.332059860229492
1,Dave Bruno,0.7290971875190735,0.14853055775165558,0.43881386518478394,3.8776276111602783,3.309255599975586,3.5934417247772217
2,Sabrina Darby,0.7551867961883545,0.30613934993743896,0.5306630730628967,4.061326026916504,4.1755852699279785,4.11845588684082
3,Juliana Stone,0.2847447693347931,0.22464871406555176,0.25469672679901123,3.5093934535980225,4.048286437988281,3.7788398265838623
4,Peter Richmond,0.8383027911186218,0.21196992695331573,0.5251363515853882,4.0502729415893555,4.229670524597168,4.139971733093262
5,Katia Lief,0.36866888403892517,0.13702398538589478,0.25284644961357117,3.505692958831787,4.3073530197143555,3.9065229892730713
6,Jason Mulgrew,0.5732502937316895,0.302215576171875,0.43773290514945984,3.8754658699035645,3.7711949348449707,3.8233304023742676
0,Lewis Carroll,0.674550473690033,0.24018248915672302,0.4573664963245392,3.9147329330444336,4.334057331085205,4.124395370483398
1,Wendy Corsi Staub,0.40514010190963745,0.23063136637210846,0.31788572669029236,3.6357715129852295,4.283702850341797,3.9597373008728027
2,Maya Rodale,0.7793980836868286,0.29086658358573914,0.5351323485374451,4.07026481628418,4.080621242523193,4.075442790985107
3,Ted Bell,0.539954662322998,0.22099626064300537,0.3804754614830017,3.760950803756714,3.975911855697632,3.868431329727173
4,Alison Gaylin,0.5440600514411926,0.21284036338329315,0.3784502148628235,3.7569003105163574,4.317164897918701,4.037032604217529
5,William Shakespeare,0.5919951796531677,0.22032588720321655,0.40616053342819214,3.812321186065674,4.452252388000488,4.132286548614502
6,Carol Miller,0.5979132652282715,0.12270725518465042,0.36031025648117065,3.7206203937530518,4.085350513458252,3.9029853343963623
0,Merrie Destefano,0.7856840491294861,0.34500548243522644,0.5653447508811951,4.13068962097168,4.040130615234375,4.085410118103027
1,Kiersten White,0.8308444023132324,0.3058457374572754,0.5683450698852539,4.136690139770508,4.178520202636719,4.157605171203613
2,Jenny Brown,0.69383305311203,0.27899980545043945,0.48641642928123474,3.9728329181671143,3.9562807083129883,3.964556932449341
3,Heather Terrell,0.816402792930603,0.2137356400489807,0.5150691866874695,4.0301384925842285,3.7948789596557617,3.912508726119995
4,"James Rollins, Rebecca Cantrell",0.601580023765564,0.27070245146751404,0.4361412227153778,3.8722825050354004,4.259210586547852,4.065746307373047
