,asin,overall,summary,reviewerID,helpful,reviewText,reviewerName
74,B000FDJ0FS,5,Still a great newspaper,A3EUWDJRITS8SB,"[0, 0]",Always love to get this newspaper in my Kindle. I really enjoy the insightful opinion pieces. Quick read on the days headlines and how they apply to us non financial types. Please enjoy. I know I do.,ljkr
75,B000FDJ0FS,5,Good reporting.  Lots of Content.,A21EAOIDC2EITY,"[1, 1]",This paper costs a lot per online issue but there's lots of good content.I'd like to choose what region to download from.  Maybe there's some way to do that but I always get the NYC version.Good newspaper.,Mark
76,B000FDJ0FS,1,Too Expensive,A1AKKYXG0Y0ULL,"[12, 13]","My Combination Online/Print version of the WSJ cost $160 per year.  The kindle version alone will run me $180 per year.  I might buy single issues for .99 a day on vacation but otherwise, I guess I'll keep filling up the landfills.  At the old $100 per year I would have switched.  Amazon...are you listening???",S. Michael
77,B000FDJ0FS,4,"Excellent and convenient way to read the WSJ, with 1 complaint..",A11I1I9QLMAM1A,"[10, 10]","When it comes to speed and convenience, there is no better way to read the Wall Street Journal. With almost no advertisements, you just get the articles and pictures in a very concise and easy to read format. With wireless delivery, you get the paper delivered to your Kindle, no matter where you are, as soon as it comes out.I can't say enough how much I enjoy this version of the Wall Street Journal. With it being in my Kindle am able to have it with me, whenever I'm looking for something to read.  Perfect for the commute and for unexpected waits.My only complaint is a small one.  In the ""Page One"" section of the paper, it has several ""What's News"" blurbs, after the first couple articles.  While this is useful on the print version, it is annoying and distracting on the Kindle.  You get the first paragraph of articles deep in the paper, with a link to get to them.  Since the menu page already has links to every single article in the paper, this is detracting, disrupts the flow of reading the paper, and is pointless.  I really wish that they would get rid of these ""article teaser links"", but in the mean time, I'll just have to get used to skipping them.Overall, I really love the WSJ on my Kindle.  I highly recommend you get it in this format.  Good luck when you cancel your paper version, though, as they'll keep delivering it to you long after you cancel (so they can keep reporting you as a reader to their advertisers).  Magazines and newspapers are the best thing about Kindle.",S. Power
78,B000FDJ0FS,5,A good read!,A18FT4SOVZ4CCW,"[1, 1]",I downloaded to read while sitting at the ocean!  Something cool about reading the journal and being at the beach!  I like their articles!,SunbowSue
354,B000JQUSBQ,3,could not get into it,A1U07SY65BIA16,"[0, 0]","Just could not get into it. Bought it, because the price was right. Still just not for me. Not to say you may enjoy.",Amazon Customer
355,B000JQUSBQ,3,Amazon kindle,A3NLW5OKL2FGMB,"[0, 5]",I downloaded this for free on Amazon kindle. I thought this was about Native Americans. So I didn't get past the first page.,Amazon Customer
356,B000JQUSBQ,4,Cultural Experience,A1120M9ZK2U3FQ,"[0, 0]",I bought this book for the cultural experience of learning what other cultures grow up hearing. I have enjoyed my experience reading this book and would certantly recommend it.,"Amazon Customer ""Mel"""
357,B000JQUSBQ,4,Great collection,A2P99LRDXBF8NF,"[1, 1]","I have enjoyed these short fairy stories a great deal. They're just the right length to read one or two on the bus ride to work, without having to stop & forget my place. There are a lot of similarities between some of these stories and European fairy tales. I quite like this collection!",Celeste Thayer
358,B000JQUSBQ,4,"Pretty good set of tales, not sure about the translation",A15M4UPF4MQVUE,"[0, 0]","As far as fairy tales, there are no big surprises here, mostly typical fairy tale fare, which is not a bad thing, but they resembled European fairy tales so much in form and function, that I wonder if its the translation, or if indeed Indian fairy tales are just very similar to European ones.  If you enjoy European style mythology, then you will probably like this short set of tales.",David Durtschi
359,B000JQUSBQ,5,Great Collection of Fairy Tales,A36K2N527TXXJN,"[3, 4]","Fairy tales are usually thought of as children's literature, and in terms of how much children in particular are fascinated with them this categorization is not without a merit. However, most good fairy tales tap into some social or personal tension, a fact of life, or a natural phenomenon. They often take rather ordinary situations and push them to the limit of what our imagination considers plausible. Fairy tales are thus a form of reductio ad absurdum of common sense, and they often help us see various life situations in terms of their most basic principles. This is why fairy tales have had, and continue to have, a lot of fascination with adults as well.Most of us have grown up with fairy tales of Hans Christian Andersen or Brothers Grimm. There is a sort of cannon of western fairy tales that have become part of the common patrimony of the entire world - Little Red Riding Hood, Snow White, Rapunzel, and many others. However, these fairy tales are only the tip of the iceberg when it comes to the European fairy tales, and the World literature is even more filled with beautiful, unusual and imaginative stories.This collection of the Indian fairy tales is as great of a collection of fairy tales as they come. It is rather fascinating to see that even thought many fairy tales reflect certain Indian cultural norms, the basic structure and the motifs are surprisingly familiar. We have villains and heroes charged with an unusual and demanding task, monsters and talking animals are everywhere, there are damsels-in-distress aplenty, and most tales take place ""long, long, time ago."" All of the tales are very well written and the language is crisp and contemporary. This collection will be a great source of enjoyment for children and adults alike.",Dr. Bojan Tunguz
360,B000JQUSBQ,3,Interesting stories,A2DW6JF7JLDAFD,"[0, 0]","I  liked to compare these tales with the tales of other countries, much similarity, but different characters.  Educational in that sense.",frog
361,B000JQUSBQ,4,Delightful stories that are similar to European tales,A2KWQ64TRHB3YH,"[42, 45]","There are twenty-nine stories in this collection. These Indian tales resemble the stories that flourished in Europe, such as the tales by the Brothers Grimm and by Aesop, although they have an Indian flavor. The collector of these stories contends that they are very old, older than the legends and folk-tales that later flourished in Europe. He believes that India was the originator of this genre and the stories were possibly brought to Europe by the crusaders or other travelers that passed through India.For example, the tale The Lion and the Crane is well-known. A lion was eating an animal when a bone got stuck in its throat. A crane offered to help if the lion promises not to eat it. The lion agrees. The crane protects itself by placing a stick in the lion's mouth to keep it open while he is inside the lion's mouth removing the bone. As soon as the crane removes the bone, it pushes out the stick and flies off to a high tree. Later, the crane asks the lion what the lion will give it for saving the lion's life. The lion responds that it already gave the crane a gift by not eating it. The Indian version ends by speaking about the transmigration of souls, a belief of many Indians. The lion and the crane were people in another life.How the Raja's Son Won the Princess Labam is another example of a familiar tale, although known in the west under other names. A prince goes in search for a beautiful princess. While journeying, he takes out his food and finds an ant in it. He places it on the ground for other ants to come and finish it. The ant Raja arrives and tells him that since he fed the ants, if he needs help in the future all he need do is think of them and they will come to help him. He leaves and continues searching for the princess. He comes across a tiger with a thorn in its paw. He helps the tiger who tells the prince that if he needs help in the future, he should think of him, and he and his wife will come and help him. The prince continues his search and comes across four fakirs with four magic items: a bag that give food whenever it is requested to do so, a bowl that offers water, a bed that flies and can take the prince where he wants to go, and a stick that will beat any group that tries to harm him. He takes the four items from the fakirs. He uses the bed to go to the princess. He uses the bag and bowl for food and drink. He then uses the ants and tigers and the bed when the princess' father insists that he performs tasks before he will give up his daughter. The final fourth task that the father insists that he perform is one that none of his friends or magical items can help him with. But the princess tells him how to do the task. The story ends by stating that the two lived happily and never needed to use the magic stick.",Israel Drazin
362,B000JQUSBQ,2,Stories have no point,A3GY0TKUSP3QWJ,"[0, 0]","Admittedly, I only read the first few stories.  They seemed disjointed, didn't flow, or seem to have a point.  It was written as if it were &#34;I tripped as I walked down the street.  The bus went downtown.  The end&#34;  Perhaps they just didn't translate well, or maybe they put the worst stories in the beginning.","J.M. deGrapes ""J"""
363,B000JQUSBQ,4,Indian Fairy Tales,A2CFP3G44ZC3GN,"[0, 0]","These Indian Fairy Tales are just great.  I have several books about indian culture and this book fits right in with them.  Thank you, thank you, thank you....",Kathryn I. Marshall
364,B000JQUSBQ,5,Great Long Tales!,A2K441WSO34XQ4,"[89, 92]","This was a book of many wonderful Indian fairy tales. It includes tales both of a 'classical' fairy tale style and ones that are moralistic folktales instead.  All are wonderful.Stories included are:The Lion and the CraneHow the Raja's Son Won the Princess LabamThe LambikinPunchkinThe Broken PotThe Magic FiddleThe Cruel Crane OutwittedLoving LailiThe Tiger, the Brahman and the JackelThe Soothsayer's SonHarisamanThe Charmed RingThe Talkative TortoiseA Lac of Rupees for a Bit of AdviceThe Gold-Giving SerpentThe Son of Seven QueensA Lesson for KingsPride Goeth Before a FallRaja RasaluThe Ass in the Lion's SkinThe Farmer and the Money LenderThe Boy Who had a Moon on his Forehead...The Prince and the FakirWhy the Fish LaughedThe Demon with the Matted HairThe Ivory City and its Fairy PrincessHow Sun, Moon and Wind Went Out to DinnerHow the Wicked Sons were DupedThe Pigeon and the CrowFor more Indian tales you can also check outDeccan Nursery Tales or, Fairy Tales from the SouthorHindu Tales from the Sanskrit, although they are both aimed slightly more towards an audience of children.",Mithril
365,B000JQUSBQ,5,V,AG0O78W0RX02I,"[0, 0]","just knowing the mythological background of our native inhabitants helps in understanding-not only those peoples, but ourselves and those around us.Thank you Amazon for providing this link to a part of history that should be known by all of us.120 words is not really enough to describe the wonderfulness of this book-well, I could go on and on",Stuart
366,B000JQUSBQ,5,Great Stories,A16H1GOER4J3YA,"[0, 0]",I recommend for anyone looking for fun and wonderful fairy tales. Every story is magical and inspiring without you having to exert your imagination to see the story come to life.,Victor Bozadjian
1969,B001C8VA26,2,COMIC BOOK WITHOUT PICTURES,A2VJ80PM1G00QV,"[0, 0]","Since I mostly listened rather than read the book, I have no complaint to make about the editing. Beyond that, however, was the absence of any sense of reality with regard to characters and situations. Without revealing specific situations to the person who will read the book, things happen which cannot possibly be the behavior of  Good Guys, other acts cannot be believed of any police force anywhere in the United States, and, the Bad Guys are caricatures with little credibility.Missed most is the absence of any depth in the characters. None are convincing as feature or even walk-on real people. Only two subordinate players are given any degree of life.The action itself is a confused mish-mash of tech-talk and violence with the Good Guys equipped with with super-gadgetry and the Bad Guys stand-ins from old Keystone Cops routines.No doubt it will please some who, in this instance, are prepared to be generous.",drkhimxz
1970,B001C8VA26,4,"Slow to start, but worth the read",AMCFK9CV1D4W3,"[0, 0]",There's a lot of misspellings & it takes a while for the book to really get started. The book gets pretty good about 30% in & it has a decent ending. Its worth the read.,hercules
1971,B001C8VA26,4,Fun read,A27NTV9IM94YO6,"[0, 0]","I enjoyed this book.  It is not your typical adventure novel, since it takes place in Iowa and Nebraska (not your your typical hot spots of high adventure criminal activity) and the protagonists aren't special operators.  It is a fun read, and I hope Mr. O'Kane makes a series of it.  I'm not going to give you any spoilers, but I would recommend reading it - especially if you get it on a day it is free or you can get it for $0.99.  I love finding gems for those prices.","John Meaders ""John"""
1972,B001C8VA26,5,nice unexpected read,A1YXNAVD1CNWM6,"[0, 0]",Who would have known that to win the war on meth you just need a few good guy hackers.  Very enjoyable read.,Mikeatilm
1973,B001C8VA26,4,What a good story,A24MHH0U0JF9H,"[0, 0]","I choose this book because of the title,being from Omaha.  I was impressed by O'Kane's knowledge of the area GREAT book",Regina Lambert
1974,B001C8VA26,2,Worst,AJVL9RWT5RTMY,"[0, 0]","Worst book I've read in a liking time. Not only was the story mediocre, there were numerous spelling and grammatical errors throughout the book.",robert weis
1975,B001C8VA26,4,This one surprised me!,AXI2Q2XTNSJ65,"[0, 0]","I liked it.  Sure at times it lost believability, sure at times it launched into nerd speak for far too long but it is a fun tale especially if you are a nerd or nerd wannabe.",sam moore
1976,B001C8VA26,4,Want to give it 5 stars - but...,A2X2EB4TYA2V4Z,"[3, 3]","This was one very good book.  It will draw you in, then it won't let you go until the problems have been resolved.  I will read more by Kevin O'Kane.  His is a refreshing style that draws you to the characters and pulls you into the situation.Many kindle books have extremely poor editing.  Besides misspellings and incorrect usage, this one has many compound words written separately as two.  The pictures on the 'milk cartoons' was the last straw; 'milk cartoons' was referred to several times.  Spellcheck is not an editor.  Though I've become much more lenient over the years, constantly rereading a sentence to decipher it is sometimes intolerable.  This detracts from the flow of the unfolding events.  It is sad to ruin what otherwise is a great read.",S.M. Gresko
2441,B001H55R8M,1,Couldn't even finish it,A15RPP788VNXPV,"[37, 46]","First off, there is no description given for this book so you can only go by the great reviews and hope for the best. Allow me to give you some background: The heroine is married to an abusive husband who has lots of money and runs the town due to his control of the logging business there. She has one great kid and one delinquent and she is beaten down by her hubby and shows more annoyance than concern for her kids who obviously are dealing with their dysfunctioanl family in their own ways but need help. She takes crap from her husband, her kids, and pretty much everyone. The hero works for an environmental agency and sees the man's wife and smiles at her after which they go to infatuation and love.OK, if she is so terrified of her husband and doesn't have the nerve to leave him, where is she getting the nerve to have an affair on him in front of the whole gossiping town (her tramp friend takes her to dinner and they are seen by everyone eatting with the hero and his coworker)? Honestly, I'm not one for infidelity, even if she is cheating on her abusive/cheating husband - LEAVE HIM. I get that he is this controlling powerful guy, but if she is afraid to leave him, what does she think he'll do if she is cheating on him? This was compared to Bridges of Madison County, but it is not anywhere near as good as that - it may be about infidelity, but it does not have the same intensity - it's just not written as well. I couldn't finish it, hope you have better luck if you chose to read it.","Amazon Customer ""apricot32"""
2442,B001H55R8M,2,Disappointed in the ending....,A3R51I4OEEYF5K,"[2, 4]",I love a good story and this was a good story until the end. When it finally gets good the book just ends. I was so disappointed I don't even want to read another book by this author.,Amazon Customer
2443,B001H55R8M,1,My rating says it all,AZ2EXXGD7FAD4,"[3, 4]","What a dead end book! I not only struggled to read it as it was so boring yet forced myself to finish it to get the most ridiculous ending possible. It may be free but don&#8217;t waste your time as you&#8217;ll never get that back I sure wont. To make it worse the female lead was a split personality that went from a battered, scared introverted woman who was petrified of her husband to an independent, confident woman who could take on the world from the smile of a complete stranger she immediately fell in love with. The silliest book & biggest waste of my time & don&#8217;t expect much Native American storyline added in, the name and cover were about as good as it got",AvidReader
2444,B001H55R8M,5,BOOK 2 PLEASE,AUHP1DAS26KCF,"[1, 2]","I actually started reading this book at least 3 times before actually reading it cover to cover (in one day, I might add).  In fact I only decided to start reading it again because nothing else seemed interesting. Call it ""reader's block"".  On rare ocasions I actually have to force feed my eyes and brain, so I held no hope this book would break my current block, but I thought, ""What the heck and read a page on and off throughout the day until finally something hit my senses and a few hours later I was looking for the sequel!No spoilers here.  Touching love story about two people who thought they were set in their lives and futures until seeing each other for the first time.  Over an extremely short period of time they come to know more about each other and therefore themselves than they wanted to remember.  As one learns strength and the other rediscovers the hope in living, a tragedy looms its head. Ms McCay details each main characters past as they discover possible futures with a little humor thrown in for our pleasure.  My only regret is not finding a sequel ... I am left to my own imagination to help me decide what happens with Michael, Regina, etc.  This book is dated 2008, I think its time to find out if the sacrifices made were worth it and to give this tale a happy ending??!!","BY GGCastillo ""eBook Lover"""
2445,B001H55R8M,4,Decent read for the money,ADCDNPYK23PBO,"[0, 1]","This was a decent read for the money. I felt like the story ended mid-swing so to speak however. I would have liked a more solid end instead of just the abrupt end it has. Still, it's worth the read...",Cyndi F
2446,B001H55R8M,3,Loved the story until the end!,A3JUXLB4K9ZXCC,"[3, 5]","Indian Moon had a lot of great things going for it; this made the abrupt and unsatisfactory ending especially disappointing for me. Quinton was a great character and I loved the way that he found his way back to his Native American roots and that helped him face his present-day issues. Regina was a very complex character; she still has a little bit of self-worth left and it was struggling to emerge under Quinton's attentions. Wayne was a perfect example of how total power leads to total corruption; he is thoroughly evil. Quinton's great-aunt, Whispering Feather (I loved that name!) was marvelously wise and had a very generous spirit that reached out to encompass Regina as well as Quinton. And let's not forget Quinton's dog, Hurricane and Regina's dog, Fury; they had wonderful personalities, as well.This was a very well-written book although the proofreading could have been done better. The imagery was really wonderful; the graphic descriptions really made the people and events come alive for me. I just wish there had been an epilogue so I wouldn't have been left not knowing what happened to anyone.********spoiler alert******** I was very angry that Regina blamed herself for not fighting back sooner, especially when it was clear that the only reason she was able to prevail against Wayne's violence was because of the two dogs protecting her. I worked with battered women and the most likely time for a woman to be killed is when she confronts her abuser. At the very least, she would have been severely beaten.I still got a lot of pleasure out of reading Indian Moon even with its faults, so I would recommend it to others.",Dafna Yee
2447,B001H55R8M,5,Absolutely beautiful,A3GR7W1UAP8SH1,"[5, 6]","I love romances that are ""real"" and this one is so very real. The characters are not larger than life, they have pasts, things they regret and dreams they have forgotten. They are real everyday people with everyday problems.When they find each other, their feelings re-awaken who they used to be and help them stand up and be that person.I loved this book, it was beautiful, sweet, sad in places and oh ever touching, watching the changes that true love brings to their outlook on life.",dreamsgate
2448,B001H55R8M,2,Indian Moon,A24L6HE3HPAS1V,"[9, 13]",The comparisons to Bridges of Madison County drew me to this book - comparisons I now recognize as being overly generous if not completely insane.This story is poorly written and whomever edited it should find other work.,"G. Ratcliff ""spazzdog"""
2449,B001H55R8M,5,BEAUTIFUL!!,A3EYD678Q3LQ2U,"[0, 1]",What a beautiful book.  I was hesitant at first to read &#34;Indian Moon&#34; but I am so glad I gave it a chance. I was laughing and crying.... this book touches your heart.  5+++ Stars for McCray!!,Guinevere
2450,B001H55R8M,3,FAST PACED...,A3MA5O10V0USEI,"[0, 1]",HOW RUDE TO LEAVE THE ENDING THAT WAY! lol GOOD THING MY IMAGINATION WILL FILL IN THE BLANKS! IT WAS A GOOD FAST PACED READ...,IDALYZME
2451,B001H55R8M,3,Kindle Version has Many Misspellings,A1PM0J19J14JU2,"[0, 1]","This book was just okay. The story line was predictable and unmemorable. I couldn't even remember what the storyline was when I would pick it up in the evenings to read another chapter. I don't know about the print version of the book, but in the kindle version, there are many misspelled words which for a &#34;wordy&#34; like me, makes the book seem less than legitimate. I gave it 3 stars because it was better than some novels as far as content but is a far cry from being on anyone's best sellers list.",Jane Ann
2452,B001H55R8M,4,Good to read on a rainy day...,A3OY6A46LJBLX9,"[2, 3]","I wish I could give half stars. If so, I would give this 3 1/2 stars, but I can't so I will be nice and give it 4. It's not a bad book for the price (I got mine for $0.99). I will say that the editing was simply atrocious, but if you can get around that, it is a quick read. The characters are likeable and the story moves along pretty quickly. However, there were a few parts that I felt were too contrived and not overly believable to actually happen in real life. BUT, the love scenes were HOT and steamy, very well done. I finished this in a day, so go ahead and read this if you are a fan of the author (which I am) and are interested in escaping reality for a few hours.",Jen
2453,B001H55R8M,2,Just Okay.,A1N5TCMHE6AH2U,"[5, 10]",The story is okay but the book has so many errors that halfway through it I started another book. I am not sure who did the proof-reading on this book but they did not do a very good job. It really messed with the flow of the story.,Jody
2454,B001H55R8M,5,"Not your typical, syrupy romance...",A1Z9QZ4PJOU61P,"[2, 3]",I was pleasantly surprised by the real-world perspective McCray brought to this story. The female lead demonstrates growth without being whiny and the male lead is developed with an interesting Native American flavor. Indian Moon will satisfy readers that enjoy romance but it also appears to other readers that crave more than just a love story. I found the theme of commercial development vs. environmental preservation interesting as well and that added yet another layer of interest for me as someone that does not typically read romance novels.And any book with both a Rob Zombie AND a Motley Crue reference in it are cool with me ;)This a great beach read. You won't be disappointed.,Johnny Appleseed
2455,B001H55R8M,5,Beautiful love story,A1C2Z05WDXQ9HR,"[1, 2]","I love this story..it's so touching, beautiful & fulfilling. Thank you Ms McCray for sharing such a beautiful love story.",KindLeRomanCeJunKie64
2456,B001H55R8M,5,Lovely Romance,A1L6TU2XC1JR3O,"[6, 7]","Although I read more paranormal romances than anything else, I really enjoyed this romance without any of the paranormal elements I'm used to. In fact, I think this might be my favorite book by Carolyn McCray. Very well written and great romantic heat between the two main characters.My biggest complaint? I don't feel like everything was resolved. It needs a sequel!",Lauralynn Elliott
2457,B001H55R8M,5,Wonderful Love Story,AZ9R496FE3ZRP,"[1, 2]","I loved this book and had a hard job putting it down. Quinton is world weary. He works for a company that assesses the environmental impact of logging operations, but life and tragedy long ago caused him to set aside his idealistic, green principles. Regina is married to the boss of the logging operation, a man who pretty much owns the town of Crow's Landing and doesn't care who he tramples in his pursuit of success and financial gain. Throw in Regina's troubled teen, Michael, and Quinton's part Native American heritage and the conflicts start to pile up, especially when Regina and Quinton meet and the spark between them cannot be denied. These two troubled souls can't ignore their attraction for each other, despite the risks. Their budding relationship renews their enthusiasm for life and gives them both hope that happiness is possible again. But the tensions in Crow's Landing reach snapping point and when the logging mill burns down, somebody has to pay. The plot is complex and fast paced, and kept me up late turning the pages to find out what happened. There are some great secondary characters, especially  Hurricane and Fury, the two dogs. This is a wonderful love story with a satisfying ending that left me hopeful for their future.",Loves Reading
2458,B001H55R8M,3,Beautiful part of the world.,A13CP8PTLEFZJZ,"[1, 2]","The story was interesting but the characters were a little hollow. I read the whole book but could have easily not finished it. The hero was predictable, the bad guy cookie cutter and the heroin was not believable. The twist in the story was interesting but the handling of it wasn't.",L. Savastano
2459,B001H55R8M,4,Learning to love again,AEM7626G8ETLU,"[0, 1]",Two lost souls find each other and help heal the wounds that have locked away their true selves for years.  This story is perfect in that it is realistic and shows how people can change for the better even if it does not have a fairy tail ending.  Real love can endure hard problems and survive.,Michelle Delgado
2460,B001H55R8M,1,The Worse Book I Have Ever Read!!!!,A14PCKQCC7LFQX,"[8, 20]","This Is The Worse Book I Have Ever Read!!!! Oh my goodness, who edited this garbage? Ms. McCray please don't write anymore books. What an awful story! What an awful end! BLECH!","P. Audrey Rickards ""Crystal Creek Books"""
2461,B001H55R8M,5,indiana moon,A1R4KE47AQ533V,"[0, 1]",i enjoy a book tHt hA GOOD RESEARCH DATA and a historical bCK GROUND I WOULD READ MCCRAY AGAIN THnksforindian moon,quilter2
