,asin,overall,summary,reviewerID,helpful,reviewText,reviewerName
23426,0007269854,3,"Not Stieg Larsson, but has some potential",A1HBC0NBQJHT7X,"[2, 2]","Stieg Larsson first introduced me to the wonder of Scandinavian murder mystery writers, and my horizons were further expanded by reading some Henning Mankell and Jo Nesbo.  I've become such a fan of these writers, that I immediately snapped this book up when I saw it, hoping for more of the same.  Larsson isn't the world's best writer in that his prose can be clunky, but he excels at lighting a fuse and then dropping bombs on his readers.  Mankell's work can be just as pulse-pounding, but his prose is more polished.  Nesbo writes with great skill about the psychology of his main character.  Unfortunatly for Lackberg, she doesn't quite live up to these standards.  Still, as I read, I couldn't help feeling that maybe she was on to something and that, with time and polish, her work could become just as compelling.One of the major problems in this novel, in my opinion, is an excess of minor plot threads.  The main murder plot was an interesting one, and I was engrossed in unraveling the entire story behind the murder.  I also thought the back story of the alcoholic painter (whose name escapes me) was interesting.  There was some potential to the plot with Erica's sister, Anna, but it felt tacked on to me.  I had the impression that the author wanted to insert an important issue into her plot, but I just didn't feel it was fully developed.  I think that the fact that it has nothing to do whatsoever with the main murder plot also gave me the feeling that it had been tacked on.Related to this is Lackberg's choice to tell the story from shifting perspectives.  I don't mind books with shifting narratives, but I don't like it when an author makes the choice not to write from an omniscient point of view, but then feels the need to tell the story from a minor character's point of view for a section or two, simply to make sure that their side is aired.  To me, this feels clumsy and unnecessary.  If an author chooses to take a limited perspective, then the reader should sometimes be left without a perfect understanding of the motivations of tertiary characters.  If it's really important to the narrative, the author should use that character throughout the book, rather than just in a passage or two simply to better explain one minor plot thread.  This may just be a pet peeve of mine but, at any rate, I feel this device always detracts from the narrative.As for her characters, I felt that they were uneven.  Erica was the most well-developed, likely because she is the major character.  Erica has some warts, which I liked.  She didn't alienate me with her perfection; rather, I found that I was often able to identify with her insecurities.  However, I couldn't help but feel that she was exploiting the victim's family at times, and this bothered me.  It made her seem a bit underhanded, which really didn't enhance her character.I was quite fond of Patrik who was, for me, Lackberg's most endearing character.  I was especially amused by the parallels between his body insecurities and those of Erica as they began their romance, which I thought was sweet.  Patrik was a bit bumbling, but I also thought he was resourceful and intelligent, and I found the manner in which he hands his boss to be pretty clever, though I did think the boss was overdone and frankly ridiculous.What really does the novel a disservice, in my opinion, is the extraneous detail.  Lackberg has an interesting concept here, and her execution is pretty good.  The problem lies in the sense that the reader has to wade through a lot of unnecessary information in order to get to the plot.  I like literary mysteries, but the authors of this particular genre need to be cautious not to bog the reader down with so many secondary plots that they end up skimming so that they can get back to the real meat of the story.  I think that, with time, experience, and editing, Lackberg could become a very well-rounded author.",Bookphile
23427,0007269854,4,"Spoiler alert, spoiler alert",A1VALRJJCQLY4F,"[0, 0]",This is the third book I have read by Lackberg featuring Patrik Hedstrom and look forward to more.The part I found unreal was  a 10 year old in the 8th grade and developed enough to get pregnant.  The usual age for 8th graders is 13 and  14 and would have been more believable for the storyline,bookworm
23428,0007269854,5,Much Better Than Most Of The Reviews,A3O265XHPOVKEH,"[0, 0]","I read alot of Scandanavian mystery authors, and i thought Lackberg's first book in this series was excellent, so much so that I have already purchased all the rest that have been translated.  While I haven't read the Dragon Tattoo books, I have read all the Harry Hole Nesbo books, all the Inspector Erlendur Indridason books, all the Johann Theorin Oland books, and all of the Yrsa Sigardsdottir books.  I think all those authors are great writers, and I put Lackberg right up there in their league.  I thought the characters were very engaging and well drawn, and the mystery plot pulled me in right from the first page.  I also thought, quite to the contrary of other reviewers, that her plot device of always holding back on the key information worked very well.  I have also now finished the second book in the series, and thought that one was even better.  Highly recommended.",boswell
23429,0007269854,5,Very exciting.,A33LOHHIT68UYB,"[0, 1]",I found this story  very exciting. I had a hard time putting it down. I felt sorry for many of the characters and grew to admire others. Well written.,Bronna
23430,0007269854,4,Very Good,A1WQP5AWZZTBXQ,"[0, 0]","I also find it annoying when one of the characters finds some revealing secret then Lackberg decides that you need to wait a few pages to know about it. But it was an enjoying read nonetheless, there are many skeletons in the closets of Fj&auml;llbacka. Recommended.",Campos
23431,0007269854,4,A great read,A14996O21ZV672,"[0, 0]","No special effects or science fiction - just great story telling.  Rounded, credible characters & an intriguing plot.Thrilled to have discovered this author.",Carin
23432,0007269854,3,"Engaging, Enjoyable But Pacing Is Off",AW3VZ5O895LRK,"[2, 2]","I enjoyed this book.  It was not great.  It was good as in maybe 3.5 stars.  Amazon does not let us use half stars though.  I liked Patrick and Erica, who were children together and get back together to solve the murder of her former best friend, Alex. There are many suspects, perhaps too many. Also, some characters were well delineated whereas others were cookie cutter variety.  I could have used fewer characters and a more penetrating look at those who remained. The pace is somewhat leisurely which most people are not looking for in a thriller or mystery.  Perhaps fewer characters and fewer twists would solve this problem.  I am not sure I will read another book by her. I think the central problem is that this book could not make up its mind which genre it wanted to be in so tried to blend romance with thriller-mystery.  It is rare to find a writer who can blend those genres well.  Most don't.  I think if you are in the mood for a romantic suspense novel, you may like this book.  If you want a pell mell thriller, you probably won't.","carol irvin ""carol irvin"""
23433,0007269854,2,read for the Book Club that I belong to.,ADJEA4YMFGWEH,"[0, 0]",Disappointed in the ending. Left hanging about what was going to happen to other people whose story was also being told. The book was not finished.,Carolyn Bilski
23434,0007269854,5,What a tangled web be weave...,A7A7LY643QDPH,"[0, 0]","So many lies, so much harm. A brilliant writer and a wonderful mystery full of the human condition. No good comes from silence when it covers a crime. I will read all of her books.",Carolyn G. Manuel
23435,0007269854,4,A Very Good Mystery,AHWN0ZPJVXHOF,"[0, 0]","Enjoyed this book by Camilla Lackberg who's been toted as a the new Steig Larrson.  Having read all of his novels, I was pleased with &#34;The Ice Princess&#34; but not enthralled as I was with Larrson's books.  I have purchased the second novel by this author, unread at this point, and look forward to reading it.  The novel is well written with a variety of characters.  Give it a try and let others know what you think.",Carolyn
23436,0007269854,5,New Reader to Swedish authors,A2GAMG9EJ62IPS,"[1, 2]","Read Ice Princess and loved it.  I have primarily bought only US mystery writer books and have recently discovered several international authors.  I will definitely read her other books.This book was easy to read and follow.  I didn't find the characters scattered as indicated in another review.  Her descriptions of the characters was so real, I could feel their frustration and pain.  Good book",Carolyn Milne
23437,0007269854,3,A good book,A3DOIZNGRL6KEW,"[0, 0]",Very easy reading - a little difficult to pick the ending.  Think everyone would enjoy it - I'm now looking to buy the 3rd,Cathie
23438,0007269854,4,Enjoy Scandinavian mysteries? Love character-driven tales? Read The Ice Princess!,A2MF4TISBBQT5A,"[1, 2]","First Line: Eilert Berg was not a happy man.After the death of her parents, biographer Erica Falck finds herself back in her hometown of Fj&auml;llbacka, Sweden. Simultaneously trying to go through her parents' things and finish work on her fifth book, Erica is finding both tasks distasteful. When her childhood friend is found with her wrists slashed in a frozen bath, Erica begins writing a memoir about her beautiful but remote friend in which she intends to answer questions about their lost friendship.While Falck is conducting her own investigation, local detective Patrik Hedstrom is following his own leads on the woman's death. It is only when Erica and Patrik begin working together that the truth begins to emerge about the small town's past.This is a mystery for those who are character-driven readers. Erica not only writes, grieves for her parents and her lost friendship with the deceased Alex, she has to deal with her younger sister and her grasping husband. Patrik is not only investigating the death of Erica's childhood friend, he has to cope with the boss from hell. Erica and Patrik are attracted to each other, and it's a romance that's well done: enough detail to make romance lovers' toes curl a bit without turning off those who prefer their whodunits with guns and no roses.L&auml;ckberg's interest in people and motivation is clear in The Ice Princess. She also shows a great deal of skill in meting out details to keep the suspense percolating. I can't help but feel that, although she's got two great characters in Erica and Patrik, L&auml;ckberg has the most fun with Patrik's boss, Bertil Mellberg:""What she considered his most repulsive feature, however, was the atrocious comb-over he had constructed to hide his bald pate. He had let the remaining strands of hair grow out-- his employees could only guess how long they must be-- and then he wound the hair round atop his head in an arrangement that most resembled an abandoned crow's nest.""What's scary about Mellberg is that, although his characterization borders on buffoonery, L&auml;ckberg doesn't put a foot wrong because I swear I once worked with his twin!Mellberg aside, I truly enjoyed reading this book. L&auml;ckberg is a very visual writer; Scandinavian furniture makers, interior designers and food magazines are mentioned that were totally unknown to me, but I wasn't bothered. That's what an Internet connection and search engines are for. Looking up some of the unfamiliar names helped me see with L&auml;ckberg's eyes and educated me, all at the same time. For those readers who don't care about such things, they are very easily ignored.I deduced what had happened to Alex as a child, but that didn't take away any enjoyment of this book. Good pacing and story combined with excellent characters and motivations to make for a very pleasurable read. I am now looking for the rest of the books in this series because I just have to know about the further adventures of Erica and Patrik.",Cathy G. Cole
23439,0007269854,3,Thoroughly enjoyable,A98HD9SGXXPLX,"[0, 0]","This was a thoroughly enjoyable mystery novel, the protagonists are likable and there are certainly a few good twists to the mystery. It was compelling enough that I was looking forward to picking it up and reading each night but it wasn't earth shattering or brilliant. Just a good solid read that I enjoyed in kind of the same way I enjoy watching Law & Order even though it's formulaic. I will definitely read the next book in the series.",C. Cooley
23440,0007269854,4,not finished yet,A20159RVUQIN74,"[0, 1]","I haven't finished the book, although I liked it so far.One thing I can't figure out. Around page 75, the heroinesneaks into the murdered girl Alex's house at night andsearches through her things. She hides in a closet while anotherindividual comes in and searches also. As far as I can tell, this isthe same house in which the murder of Alex took place- and the policealready know it was a murder. Why haven't they put up yellow tape and posted a guardat the crime scene ? The police chief wanted to go over the place ""by the millimeter"",but anything he finds will be suspect if all these unsupervised people have beenrummaging around.Another thing: In the big love scene between Erica and Patrick( who is middle aged and out of shape), the author claims they made love five times in one night with increasing pleasure each time. Enough already !","Chemistry One ""Retired Professor"""
23441,0007269854,3,The Ice Princess did shimmer!,A27R2V3WLS43LP,"[0, 0]","Erica Falck has returned to her hometown of Fjallbacka, Sweden. While walking up the hill to the Hakebacken School, Erica hears her name being called. It is Eilert Berg. The only thing Erica hears from Eilert is the words...""She is dead"". Erica goes into the house to fine her friend, Alexandra Wijkner lying in the bath tub encased in frozen water with her wrist sliced open. Erica does not believe that Alex would take her own life. She does some investigation and what she uncovers about Alex will have her questioning just how well she really knew Alex.When I first opened this book and started reading, I was memorized. The opening scene came fast and furious. After the first scene, I was left reading this book at a slow pace. While I did find this book interesting, I just wished that it kept up the fast pace as the beginning. It seemed like the storyline was a bit lopsided. Thee story focused a lot on Erica and her background, than I got to slowly learn about Alex and why she was killed and finally I got to meet the killer but briefly on and off through out this book at the beginning of each chapter and than finally at the reveal in the last half of the book. Overall, there was some glimmer of greatness in this book. I do plan to give author, Camilla Lackberg another try in the future. The Ice Princess did shimmer!",Cheryl Koch
23442,0007269854,3,Too much going on...but  an enjoyable  pleasant mystery,A25HWUX0L2DCFM,"[1, 1]","It is a well thought out crime, but I felt there were too many unrelated sub-plots going on that took attention away from the main storyline.The author could of been more descriptive and in depth about the scenery and characters. Despite those few hiccups I enjoyed the mystery and stayed up all night to find out who did what to whom and when.AVP-UK",Cheryl M-M
23443,0007269854,4,A very nice character driven novel,A2XNOB1T796Y6B,"[0, 0]","I'd originally started by listening to this book via audiotape, but I have to admit that after a while I grew so impatient with the narration that I couldn't help but want to get the physical book. It's not because the narrator was flat, but that the book was so darn good that I couldn't help but want to read it RIGHTNOW to find out what happened.This is the type of work that people will either become entirely engrossed in or be so bored that they'll find themselves counting ceiling tiles. It's very much a character driven book in that the mystery itself isn't entirely the driving force here. There's never a true sense of dread or danger, at least not from the murderer. What dread we do see Erica experience is entirely from the people around her in her day-to-day life. The murder is important and is the impetus for a lot of events, but by large the main point of the novel is to show Erica's life and what motivates her. The death of Erica's old friend Alex is almost incidental at times.That's why I think that a lot of people looking for a more traditional mystery or thriller will probably find themselves a little bored, at least if they're also the type who isn't into works such as this. I remember this getting fairly heavily compared to Stieg Larsson's books, but I can't tell you if it's an apt comparison or not.Overall this really was a great read and while there were a few rough spots here and there, I sped through this fairly quickly. The narration for the audiobook was very well done and I may go back to it at some point. (I do want to note that there is a radio version for the BBC that is very, very heavily abridged. I found a snippet of it, but it seems to pretty much remove a lot of the personal drama, which is the main focus of the book as a whole.)","ChibiNeko ""Sooo many books, so little time!"""
23444,0007269854,4,1st in Patrik Hedstrom series is compelling Scandinavian noir,A24H4WUFUDPTAA,"[1, 1]","The Ice Princess by Camila Lackberg is the first book in her Patrik Hedstrom series capitalizing on the popularity of Scandinavian noir. Erica Falck has returned to her hometown of Fjallbacka, Sweden to deal with the estate of her parents, leaving behind an unsuccessful career and unfulfilled dreams in the big city. Shortly after her return, she discovers the body of her childhood best friend, Alex, frozen in the bathtub, apparently dead by suicide. The two women hadn't spoken in years, but Erica is still driven to discover, at first, why Alex, who seemed to have a perfect life, would kill herself, and later to find the identity of Alex's murderer. Sparks fly between Erica and police detective Patrik, and the two bond over the investigation. The case brings up long buried secrets of the community, including secrets about Erica's own childhood. Lackberg's writing pulls the reader into the story through detailed scenes and creating great tension. She leaves the impression that everyone in this small town is hiding secrets, making Sweden seem very dark and mysterious, the perfect home for noir. The story was compelling and will keep readers guessing. Patrik is a strong lead for future books in the series, and I look forward to reading them!","Christina Lockstein ""Christy's Book Blog"""
23445,0007269854,5,captivating from the first pages,A1KN864WYP3SP6,"[0, 0]","This book does not have the slow intro like some books, where the characters are built and you have to just bear with it.  No, this one jumps right in and grabs your attention right off the bat!  The characters are developed throughout the story, so it's certainly not lacking.  The story line kept me guessing.  Several times, I thought &#34;I didn't see that coming!&#34;  Can't wait to read more from this author!",Christine
