asin,sentiment_review_score,sentiment_summary_score,sentiment_average_score,sentiment_rescaled,overall_score,combined_score
B003UNL97C,0.82692,0.37498000000000004,0.60095,4.2019,4.6,4.40095
B003UNLJZE,0.42810909090909094,0.3449636363636364,0.38653636363636357,3.773072727272727,4.545454545454546,4.159263636363636
B003URRNR8,0.3925135135135135,-0.1046891891891892,0.14391216216216213,3.2878243243243244,4.216216216216216,3.7520202702702705
B003WJRHKW,0.5219221319300066,0.23208516106556834,0.3770036464977876,3.7540072929955746,3.8937996274439897,3.823903460219783
B003WQAU6I,0.5351073170731707,0.027597560975609753,0.2813524390243902,3.562704878048781,4.341463414634147,3.9520841463414635
B003XCLV8C,0.5234408893926262,0.24301651443429564,0.3832287019134608,3.766457403826922,4.317887859190613,4.042172631508767
B003XRE5LM,0.316775411913815,0.01234397972116603,0.16455969581749047,3.3291193916349813,4.338403041825095,3.8337612167300374
B003XREZDK,0.5276568607068607,0.4035538461538462,0.46560535343035336,3.931210706860707,3.8451143451143452,3.8881625259875263
B003XRF1CO,0.3139642857142857,0.5485285714285714,0.43124642857142864,3.862492857142857,4.357142857142858,4.109817857142858
B003XVYGXK,0.551014336239513,0.27666110379996706,0.41383772001974006,3.8276754400394797,4.2316444590667315,4.029659949553106
B003XYEV64,0.7920333333333334,0.33465000000000006,0.5633416666666666,4.126683333333333,4.0,4.063341666666667
B003Y8XMQY,0.18596206896551723,0.023848275862068977,0.10490517241379312,3.209810344827587,4.379310344827586,3.794560344827586
B003YUCCDG,0.8392139577117654,0.30322477623556876,0.571219366973667,4.1424387339473325,4.468672979634192,4.305555856790763
B003YUCRG8,0.928025,0.2974375,0.61273125,4.2254625,4.875,4.55023125
B003ZDO7NU,0.645538880918221,-0.05993199426111908,0.2928034433285509,3.585606886657102,2.7560975609756095,3.170852223816356
B003ZUY19I,0.8355558139534884,0.354606976744186,0.5950813953488372,4.190162790697674,4.325581395348837,4.257872093023255
B003ZUY6P2,0.7860571428571428,0.18307142857142855,0.4845642857142857,3.969128571428571,2.7142857142857144,3.341707142857143
B003ZUY6X4,0.8994305369127518,0.19896140939597315,0.5491959731543623,4.098391946308725,4.469798657718121,4.284095302013422
B0040GJ9WK,0.2842111111111111,0.17811111111111114,0.23116111111111115,3.4623222222222227,4.333333333333333,3.8978277777777777
B0040JHZPA,0.886792464358452,0.25082199592668025,0.5688072301425661,4.137614460285132,4.004073319755601,4.070843890020367
B0041844MW,0.89906091954023,0.46115632183908045,0.6801086206896552,4.36021724137931,4.873563218390805,4.616890229885057
B0041KLDA6,0.5845216730038023,0.14113460076045628,0.36282813688212917,3.725656273764259,4.136882129277566,3.931269201520912
B0041T4F0C,0.8840681818181819,0.30825,0.596159090909091,4.192318181818182,4.159090909090909,4.175704545454546
B0041VXCWC,0.8358498956158665,0.03346346555323591,0.4346566805845512,3.869313361169102,4.060542797494781,3.9649280793319424
B0042ANZII,0.6981103585657371,0.40998207171314743,0.5540462151394421,4.108092430278885,4.508632138114209,4.308362284196547
B0042P5GO4,0.402875,0.10750000000000001,0.25518749999999996,3.510375,4.625,4.0676875
B0043EVA0I,0.5104000000000001,0.35521111111111114,0.4328055555555556,3.8656111111111104,4.222222222222222,4.043916666666667
B00440DPZE,0.8172962962962962,0.14109629629629628,0.4791962962962963,3.9583925925925922,4.222222222222222,4.0903074074074075
B0044KM0B4,0.8034824324324324,0.46619189189189186,0.6348371621621621,4.269674324324324,4.554054054054054,4.411864189189189
B0045EOK9Y,0.5484269035532996,0.4938609137055838,0.5211439086294418,4.0422878172588845,4.4517766497461935,4.24703223350254
B00466HZS4,0.8781800000000001,0.46518,0.6716799999999999,4.34336,4.2,4.27168
B0046ZRIMS,0.9348285714285713,0.5102,0.7225142857142856,4.445028571428571,4.571428571428571,4.508228571428572
B0046ZS2CS,0.2661903147699758,0.1341358353510896,0.20016307506053269,3.4003261501210655,3.830508474576271,3.6154173123486677
B00475AU2M,0.3877240067274411,0.29667862818700336,0.3422013174572222,3.684402634914444,4.36866864914932,4.026535642031883
B0047GMFH4,0.8928200000000001,0.23666,0.56474,4.129479999999999,5.0,4.56474
B0047T7NCI,0.6989752808988765,0.2631797752808989,0.4810775280898878,3.9621550561797756,3.910112359550561,3.9361337078651686
B00480P58K,0.9345928571428569,0.4787,0.7066464285714283,4.413292857142857,4.571428571428571,4.492360714285715
B0049H8X86,0.5802799999999999,0.36466,0.4724700000000001,3.94494,4.6,4.27247
B0049P1NU8,0.8760666666666667,0.06698333333333333,0.471525,3.94305,4.0,3.9715249999999997
B004A90DBS,0.6503561181434601,0.434567088607595,0.5424616033755274,4.084923206751054,3.907172995780591,3.9960481012658233
B004AYDLTY,0.9652799999999999,0.54484,0.7550600000000001,4.510120000000001,4.6,4.555059999999999
B004BDOUB2,0.25062,0.09326000000000001,0.17194,3.34388,4.0,3.67194
B004BSGXL2,0.7718840909090908,0.23474772727272727,0.5033159090909091,4.006631818181817,4.249999999999999,4.128315909090909
B004C0549Q,0.3892,0.206625,0.2979125,3.595825,4.875,4.235412500000001
B004C44QKA,0.43774193138500644,0.23339390088945364,0.33556791613723,3.6711358322744605,3.756035578144854,3.713585705209657
B004CFBIIC,0.9494803418803419,0.6088521367521368,0.7791662393162394,4.558332478632478,4.3589743589743595,4.458653418803419
B004CLYO8W,0.2833478400832948,0.19116059225254514,0.23725421616792,3.4745084323358397,4.541641916983939,4.00807517465989
B004CYESFS,0.16765957446808513,0.14807872340425532,0.15786914893617024,3.3157382978723406,3.9361702127659575,3.625954255319149
B004D4YL3Q,0.4342327318876566,0.19293689786459192,0.3135848148761242,3.627169629752248,3.545108425757325,3.586139027754786
B004DNWSZA,0.5992460431654677,0.41950323741007195,0.5093746402877699,4.01874928057554,4.5359712230215825,4.2773602517985605
B004E10W0E,0.6384238692495896,0.24641488474542148,0.4424193769975056,3.8848387539950155,4.22424897591571,4.054543864955363
B004EPYVGG,0.8259272727272726,0.24223636363636364,0.5340818181818182,4.068163636363636,4.909090909090909,4.488627272727272
B004FEFA2K,0.889265274151436,0.4852488250652741,0.687257049608355,4.37451409921671,4.39686684073107,4.38569046997389
B004G08YGC,0.6381608695652174,0.2398956521739131,0.43902826086956515,3.87805652173913,4.521739130434783,4.199897826086956
B004GB1T68,0.9292928571428571,0.35320714285714283,0.64125,4.282499999999999,4.785714285714286,4.534107142857143
B004GEARSG,0.8984,0.23718,0.56779,4.13558,4.2,4.16779
B004GHN6Z4,0.20421212121212123,0.11574545454545454,0.15997878787878786,3.319957575757576,3.939393939393939,3.629675757575758
B004HFRGIS,0.5558989660265878,0.2359589069423929,0.3959289364844904,3.791857872968981,4.42245199409158,4.107154933530279
B004HKIGYG,0.6089399999999999,0.33575999999999995,0.47234999999999994,3.9447,4.6,4.27235
B004HO5M4O,0.9363370629370628,0.5584251748251746,0.7473811188811187,4.494762237762238,4.055944055944056,4.275353146853147
B004HO5U64,0.9673625,0.3463375,0.65685,4.3137,4.25,4.2818499999999995
B004HO5U7S,0.9613571428571428,0.3478714285714286,0.6546142857142857,4.309228571428571,4.571428571428571,4.440328571428571
B004HW7IG6,0.7800978102189782,0.2436189781021898,0.5118583941605839,4.023716788321169,3.4306569343065694,3.7271868613138692
B004HYHE0E,0.6049765100671142,0.25035268456375837,0.42766459731543627,3.855329194630872,3.812080536912752,3.8337048657718116
B004IE9XTI,0.90915,0.32643333333333335,0.6177916666666666,4.2355833333333335,4.333333333333333,4.284458333333333
B004IK8FRI,0.45038334946757025,0.3395329138431753,0.39495813165537286,3.789916263310746,4.545014520813165,4.167465392061954
B004J4W024,0.7090980392156864,0.3710658823529412,0.5400819607843138,4.080163921568627,4.396078431372549,4.238121176470589
B004K1EULU,0.07479999999999999,0.34725,0.211025,3.42205,3.8333333333333335,3.627691666666667
B004K1F7VM,0.7848605924018028,0.03809343206696717,0.4114770122343851,3.82295402446877,4.176432710882164,3.9996933676754676
B004K6MM8I,-0.36579838709677426,-0.4864403225806452,-0.4261193548387097,2.1477612903225807,2.612903225806452,2.3803322580645165
B004KABILQ,0.12132000000000001,0.13334000000000001,0.12733,3.2546600000000003,2.8,3.02733
B004M8S530,0.630065909090909,0.24454772727272725,0.43730681818181816,3.874613636363635,4.0227272727272725,3.948670454545454
B004M8S7WO,0.2974387524455174,0.21700661745938005,0.25722268495244877,3.5144453699048976,4.0848901761110605,3.7996677730079784
B004MMEG8O,0.84486,0.6415599999999999,0.7432099999999999,4.48642,4.8,4.643209999999999
B004MPRZK2,0.8666358490566036,0.22215471698113207,0.5443952830188679,4.088790566037736,3.150943396226415,3.6198669811320756
B004MYFO4M,0.9429044409199048,0.30004329896907217,0.6214738699444885,4.242947739888977,3.9944488501189537,4.1186982950039654
B004MYH0MG,0.6536836230558097,0.3488903019213174,0.5012869624885635,4.002573924977127,3.8101555352241534,3.90636473010064
B004N626PY,0.780860606060606,0.29006969696969703,0.5354651515151515,4.070930303030304,4.0606060606060606,4.065768181818183
B004N62ORY,0.6725166666666667,0.17208333333333334,0.42229999999999995,3.8446000000000002,3.8333333333333335,3.8389666666666664
B004NEUM8Y,0.9437209756097561,0.37740292682926824,0.6605619512195122,4.321123902439024,4.0634146341463415,4.192269268292683
B004NEUSJW,0.28465161290322577,0.3034274193548387,0.2940395161290323,3.5880790322580647,3.8064516129032255,3.697265322580645
B004NIFNM0,0.7150773856622886,0.38879987339768957,0.551938629529989,4.103877259059978,4.1022313657224245,4.103054312391202
B004O0U7N2,0.5851958333333334,0.13484999999999997,0.3600229166666667,3.7200458333333337,3.458333333333334,3.589189583333334
B004O0U7QY,0.8256284806986206,0.4465365088816117,0.6360824947901162,4.272164989580233,3.667460553736231,3.969812771658231
B004OL25XG,0.4616111111111112,0.04268888888888888,0.25215000000000004,3.5043,4.111111111111111,3.8077055555555557
B004OR1RFM,0.2710975609756098,0.16333536585365854,0.21721646341463416,3.4344329268292686,4.365853658536586,3.900143292682927
B004P5NXZK,0.6753383177570094,0.15302429906542053,0.4141813084112149,3.82836261682243,4.158878504672897,3.993620560747664
B004P8JJGO,0.29697304075235104,0.22150250783699063,0.2592377742946709,3.518475548589342,3.987460815047022,3.7529681818181815
B004QS98KU,-0.006049865880841763,-0.3151334240054403,-0.16059164494314107,2.678816710113718,2.2429634666968905,2.4608900884053044
B004QTORAA,0.6182785714285713,0.2121785714285714,0.41522857142857145,3.830457142857143,4.071428571428571,3.950942857142858
B004R1Q5AW,0.8077181818181818,0.5367909090909092,0.6722545454545454,4.344509090909091,4.454545454545454,4.399527272727273
B004R1QGU6,0.644725,0.45605,0.5503875,4.100775,4.375,4.237887499999999
B004R9QVSK,0.24233333333333332,0.35428333333333334,0.29830833333333334,3.5966166666666664,5.0,4.298308333333334
B004RQD40Q,0.9532181818181817,0.6944454545454546,0.823831818181818,4.647663636363636,4.8181818181818175,4.732922727272728
B004SQX4G4,0.6444972046889089,0.28135680793507667,0.46292700631199285,3.9258540126239865,4.5329125338142475,4.229383273219116
B004T4LQBK,0.5966756468797564,0.2903135464231355,0.44349459665144586,3.8869891933028913,4.170471841704718,4.028730517503805
